Electrical Conductivity (dS/m),Moisture (%),pH,Temperature (°C),Salinity (ppm),Humidity (%),Nitrogen (mg/kg),Phosphorus (mg/kg),Potassium (mg/kg),Soil Type,Crop Type,Fertilizer
0.27,13.1,5.748190463,19.72702528,697,18.28173015,28,58,24,Loamy,kidneybeans,DAP
0.8,32.1,6.085682344,28.5854649,608,91.89216849,94,5,55,Clayey,muskmelon,DAP
1.57,16.2,6.681606702,25.76484262,252,84.1726996,95,12,51,Clayey,watermelon,DAP
0.32,21.5,7.598729065,22.56664172,613,93.37488907,0,23,15,Sandy,orange,Ammonium Sulphate
1.34,6.5,6.002481605,25.90113128,602,80.47152737,95,74,50,Sandy,banana,Urea
1.57,17.8,6.663559451,25.49941707,953,75.99987588,77,55,43,Loamy,jute,Ammonium Sulphate
0.97,30,5.716222912,18.83344471,871,58.75082029,83,45,21,Loamy,maize,DAP
1.97,29.2,7.352401887,23.66457347,775,81.69105088,121,36,24,Clayey,cotton,Potash
0.45,11.7,4.803564468,19.54317155,105,56.92831399,1,66,23,Loamy,pigeonpeas,Ammonium Sulphate
0.37,11.8,7.241151936,25.28710601,599,60.85993533,14,67,25,Sandy,lentil,DAP
1.87,29.5,6.541150335,29.34033587,760,90.01506395,82,20,54,Clayey,muskmelon,DAP
1.34,32.9,6.765091462,21.74600081,816,63.39503184,12,58,23,Sandy,lentil,Urea
1.78,7.9,4.895927306,28.09269012,217,44.93322042,35,80,25,Clayey,pigeonpeas,NPK
1.2,18.5,5.824778636,23.99686172,584,91.61001707,15,133,199,Clayey,apple,Ammonium Sulphate
0.77,15.1,6.821774589,35.26824831,700,92.38282957,67,68,49,Sandy,papaya,Ammonium Sulphate
2.08,31.1,6.27258822,28.5474135,765,88.9570454,26,54,17,Loamy,mungbean,Ammonium Sulphate
2.04,7.5,6.168757984,29.68846716,778,94.30111601,119,5,55,Loamy,muskmelon,DAP
1.8,11.3,6.800321319,32.68067385,567,92.61715632,32,68,52,Loamy,papaya,Urea
0.83,27.6,5.682395429,29.12033769,260,82.79092939,16,130,201,Loamy,grapes,DAP
1.56,6.5,6.653867608,24.24782473,369,83.03687902,120,7,47,Sandy,watermelon,DAP
1.03,19.8,5.513697923,18.04185513,155,60.61494304,81,49,20,Clayey,maize,Potash
0.41,18.3,7.815210661,28.42062847,327,61.77336343,27,80,24,Sandy,lentil,Urea
2.31,15,6.953439161,31.7018373,948,91.66232213,35,66,47,Loamy,papaya,Ammonium Sulphate
0.51,16.8,6.157135092,18.86883219,248,93.24688124,24,27,9,Loamy,orange,NPK
2.39,20.9,6.237861736,24.9103226,145,86.97190046,97,8,52,Sandy,watermelon,Ammonium Sulphate
1.23,9.8,5.49091063,27.04453473,243,49.32609633,9,51,19,Clayey,mothbeans,DAP
0.63,22.2,7.063022095,27.84026517,849,89.99615558,27,40,24,Sandy,mungbean,Urea
1.45,29.2,4.962661422,21.47607807,883,38.80023714,18,58,16,Sandy,pigeonpeas,Urea
2.21,27.8,6.516312148,27.56088634,731,68.49299897,98,18,27,Sandy,coffee,Urea
1.88,9.6,5.509295379,18.15300153,439,19.38602098,22,71,17,Clayey,kidneybeans,Potash
2.06,9.5,7.690962338,19.03025305,512,18.66725565,59,60,84,Sandy,chickpea,Ammonium Sulphate
1.72,13,5.871702211,26.29039046,831,81.06003778,99,73,53,Sandy,banana,Potash
1.79,15.8,5.891195653,29.67229086,619,83.71498986,29,142,203,Loamy,grapes,NPK
2.15,17.3,7.639788459,23.13338811,443,91.94670335,29,11,5,Sandy,orange,DAP
0.77,25.4,7.235070264,26.45288458,486,55.32222678,107,21,26,Loamy,coffee,Potash
1.33,6.7,7.504608385,26.23773129,572,67.88521396,57,60,17,Loamy,blackgram,Potash
0.71,6,6.049609892,25.85483596,374,89.13163965,83,9,45,Loamy,watermelon,DAP
2.47,16.8,4.52363558,25.42517036,452,53.2208266,22,43,24,Clayey,mothbeans,Urea
2.37,25.9,6.349606327,26.40323239,165,81.05635517,61,53,43,Loamy,rice,DAP
0.29,10.8,6.698574085,27.10606808,178,89.89593328,35,52,19,Sandy,mungbean,Ammonium Sulphate
1.82,24.2,6.738993954,24.77464458,697,85.63608688,16,10,41,Sandy,pomegranate,DAP
2.33,12.8,5.542690119,19.25975367,735,20.51346956,27,56,20,Loamy,kidneybeans,Urea
0.62,31.6,6.011302181,30.72119881,301,94.01331956,5,25,6,Loamy,orange,DAP
1.51,31.9,3.692863601,27.91095209,761,64.70930606,3,49,18,Sandy,mothbeans,Potash
2.31,13.9,6.25933595,26.1793464,657,86.52258079,98,8,51,Loamy,watermelon,NPK
0.28,11.9,6.490074429,27.66752761,212,79.68542782,109,79,45,Clayey,banana,Potash
1.8,17.3,7.251000789,32.83963757,190,67.99803573,23,57,19,Loamy,blackgram,NPK
0.88,12.2,6.840802254,42.07213781,240,92.92203105,60,58,51,Clayey,papaya,DAP
2.33,25.2,5.85393208,23.57943626,388,83.58760316,88,35,40,Clayey,rice,Ammonium Sulphate
2.43,29.8,5.790770203,25.10787449,829,55.97732754,71,52,18,Clayey,maize,DAP
2.37,25.2,6.856833064,24.97042599,688,78.62697699,75,41,35,Loamy,jute,Urea
1.29,29.7,6.140099215,24.53442564,510,88.989272,80,26,55,Clayey,watermelon,DAP
2.18,16.9,6.010739645,27.96872279,476,92.17444796,118,12,47,Clayey,muskmelon,NPK
2.14,9.7,7.434118807,33.1056981,483,93.48447453,5,18,14,Loamy,orange,Potash
0.93,27.1,7.599033472,20.67526473,945,19.85388984,44,59,78,Clayey,chickpea,Ammonium Sulphate
2.11,15.8,6.946209881,21.84106875,251,80.72886384,70,36,42,Loamy,rice,DAP
0.29,25.1,6.017370134,22.47420512,934,91.22759742,2,131,199,Sandy,apple,DAP
1.57,13.1,6.606033244,29.69238699,850,92.58862544,87,14,48,Clayey,muskmelon,Potash
0.73,7.4,6.955787351,27.56441788,726,54.41094079,100,40,35,Loamy,coffee,Ammonium Sulphate
0.48,34.8,6.761599706,17.47809436,418,17.93253975,43,68,81,Sandy,chickpea,DAP
0.38,9.7,6.406818518,23.83053666,468,90.84422164,32,145,203,Clayey,apple,DAP
1.8,34.7,6.334610249,24.91461008,705,53.74144743,97,35,26,Clayey,coffee,NPK
0.98,34.3,5.548584852,27.98392787,659,53.33018851,36,25,33,Loamy,mango,NPK
1.87,28.8,5.908724337,9.535585543,802,80.73112694,32,138,197,Sandy,grapes,Urea
0.35,24.8,6.469370954,27.39872329,561,81.10523402,83,94,47,Loamy,banana,Potash
0.93,22.3,6.596060648,19.97215954,111,57.68272924,73,58,21,Clayey,maize,Ammonium Sulphate
1.44,31,6.313512999,26.4930645,255,88.59143088,111,6,53,Clayey,watermelon,DAP
2.02,13.7,6.974978386,27.65472156,783,58.59986279,25,57,24,Clayey,mothbeans,DAP
0.93,19,5.824151693,22.86006627,576,93.12859895,32,137,204,Clayey,apple,Urea
1.64,23.6,6.779984384,23.42611644,500,64.10651528,106,40,30,Sandy,coffee,DAP
2.24,17.3,5.525904526,23.60506572,907,21.90539577,30,63,16,Sandy,kidneybeans,Potash
1.62,17.8,6.585020303,25.62896213,276,63.14909763,12,67,23,Loamy,lentil,Urea
0.74,14.9,6.923509371,19.20090378,440,94.27659596,25,27,41,Loamy,pomegranate,Potash
0.26,21.9,7.460174812,26.35034208,156,58.50650238,118,40,35,Loamy,coffee,Urea
2.2,30.5,6.940236218,25.50405534,954,81.40297428,80,16,46,Clayey,watermelon,DAP
0.25,11,5.717143397,18.358923,951,19.37703396,12,63,17,Loamy,kidneybeans,Urea
2.21,33,4.981816523,29.75150773,547,46.73723302,8,38,32,Sandy,mango,NPK
1.42,25.7,7.26311855,18.31561493,302,15.36143547,49,69,82,Loamy,chickpea,Ammonium Sulphate
2.36,29.7,5.926824754,29.3159075,796,80.11585705,86,76,54,Loamy,banana,DAP
2.04,21.7,5.180271502,34.87248659,732,38.83786012,20,77,23,Sandy,pigeonpeas,Ammonium Sulphate
2.5,28.4,5.885638185,21.6602498,837,94.79397419,40,27,45,Sandy,pomegranate,DAP
1.01,5.5,6.563134737,40.78881819,301,92.90951393,31,48,45,Clayey,papaya,Ammonium Sulphate
1.96,29.6,7.358974541,29.38400259,429,64.14928485,41,62,15,Sandy,blackgram,NPK
1.12,6.2,6.37620108,25.29954705,462,81.77527562,105,30,50,Sandy,watermelon,Ammonium Sulphate
1.3,31.7,7.399749291,25.13163619,991,66.92642362,15,77,20,Loamy,lentil,Urea
1.64,34.8,7.992041984,25.35467646,553,91.81183218,39,9,15,Sandy,orange,Ammonium Sulphate
2.21,13.8,5.898293044,25.248679,455,83.4630147,139,35,15,Clayey,cotton,DAP
2.46,11.3,7.403623355,34.6008247,315,63.11296779,23,70,15,Loamy,blackgram,Potash
1.97,28,6.094016338,28.59052369,654,91.33617236,107,11,54,Clayey,muskmelon,Ammonium Sulphate
1.16,12.6,6.184922574,21.42177231,986,92.62665309,5,144,205,Sandy,apple,Ammonium Sulphate
1.17,31,5.804799142,15.31413469,122,80.09711412,34,133,202,Clayey,grapes,Ammonium Sulphate
1.9,8.1,6.661870999,27.44003279,254,67.10464369,47,63,16,Clayey,blackgram,DAP
0.75,8.8,5.855442401,20.41683147,285,62.5542482,76,44,17,Sandy,maize,Ammonium Sulphate
0.45,34.4,7.365338111,23.96147583,348,90.26408017,13,23,6,Sandy,orange,DAP
1.02,25.2,5.647202395,12.14190714,848,83.56812483,11,122,195,Loamy,grapes,DAP
0.86,30.4,7.236705436,20.2801937,904,82.1235421,71,46,40,Loamy,rice,Potash
0.88,14.7,7.868474653,26.73072391,233,81.78596776,67,47,44,Loamy,rice,Urea
0.74,25.3,5.53456749,22.69780133,420,92.82223419,2,140,197,Sandy,apple,DAP
0.3,22.8,5.70836603,24.9035819,489,22.27512704,18,74,15,Clayey,kidneybeans,NPK
0.24,23.1,5.623615687,28.08166093,533,75.26429821,95,75,50,Clayey,banana,Ammonium Sulphate
2.47,25.5,7.026795359,26.41768321,121,63.64698302,27,60,17,Loamy,blackgram,NPK
1.18,22.3,5.568365926,28.43647052,972,91.81320717,16,18,26,Loamy,coconut,Ammonium Sulphate
1.08,17.9,6.294395676,14.97846952,699,80.49979873,40,140,195,Sandy,grapes,Potash
1.76,13.3,6.206247494,24.6774157,764,82.75411437,101,20,48,Clayey,watermelon,DAP
0.7,28.1,3.504752314,31.01274943,224,62.40392519,4,46,15,Loamy,mothbeans,Urea
2.38,11.8,6.436160044,24.54757829,178,57.3414485,14,75,24,Sandy,pigeonpeas,DAP
2.01,25.8,6.079497202,22.84852833,957,94.32130209,29,121,196,Loamy,apple,Ammonium Sulphate
0.41,12,6.13526938,33.36140093,150,45.02236377,12,34,28,Sandy,mango,Urea
1.16,23.8,4.754435025,28.69818144,827,47.71875722,22,17,26,Clayey,mango,DAP
2.22,27.4,6.012480351,29.17052093,275,94.19790371,115,18,53,Sandy,muskmelon,Urea
2.37,11.6,5.832525853,24.92639065,969,85.19098079,14,5,36,Loamy,pomegranate,Ammonium Sulphate
1.28,6.8,5.54990242,25.71895816,352,67.22190688,100,48,16,Loamy,maize,Potash
1.61,8.9,7.393631868,27.05365239,345,67.7017527,49,76,18,Clayey,blackgram,Potash
0.58,23.2,4.828936119,34.6455408,838,54.32342534,22,62,16,Clayey,pigeonpeas,DAP
2.48,30.5,7.707595055,30.30260453,205,47.18283631,31,35,23,Loamy,mothbeans,NPK
0.73,6.3,8.050304395,27.33580911,292,55.27755933,14,55,15,Loamy,mothbeans,Ammonium Sulphate
2.37,27,6.185053234,29.49401389,415,94.72981338,101,17,47,Loamy,muskmelon,DAP
1.69,15.2,5.921666758,34.51934775,401,47.52980027,2,67,18,Clayey,pigeonpeas,DAP
1.6,19.4,5.893490899,22.42776057,647,93.91722423,35,131,203,Loamy,apple,Potash
1.38,32.9,6.451499764,24.37118217,815,87.1269128,101,17,55,Clayey,watermelon,Urea
0.73,15,8.153022903,27.78031515,878,54.65030015,29,54,16,Loamy,mothbeans,Ammonium Sulphate
0.61,19,5.074272692,30.01592643,367,53.19212381,19,21,34,Sandy,mango,Urea
0.71,5.4,6.017370134,22.47420512,269,91.22759742,2,131,199,Sandy,apple,Ammonium Sulphate
0.63,7.4,5.74644777,19.9191786,650,21.47324158,11,71,17,Loamy,kidneybeans,NPK
1.99,12.8,5.956401828,24.51147697,554,90.64498715,21,9,40,Sandy,pomegranate,Potash
1.01,5.8,5.732453638,22.03296178,750,83.74372787,24,131,196,Clayey,grapes,NPK
0.33,23.9,6.438008153,28.92705913,391,91.39356832,83,15,49,Sandy,muskmelon,DAP
2.43,17.8,3.808429173,31.21629982,663,46.01868196,8,60,18,Sandy,mothbeans,Potash
2.23,21.4,6.272417541,22.02720976,898,65.35549924,63,35,16,Clayey,maize,DAP
2.33,10.2,6.13465588,27.00932084,900,80.18546798,90,92,55,Sandy,banana,NPK
2.49,13.9,7.354286985,31.1006247,240,44.82069159,37,57,20,Sandy,mothbeans,Ammonium Sulphate
0.6,24.9,5.591704014,16.24469193,245,21.35793891,5,74,21,Loamy,kidneybeans,DAP
1.11,34,5.962001484,21.91041045,524,65.21662467,12,80,19,Clayey,lentil,Urea
1.94,6.5,5.740054567,25.61294367,413,94.3138837,37,23,28,Clayey,coconut,Ammonium Sulphate
1.8,31.7,5.70080568,22.70883798,283,82.63941394,69,55,38,Loamy,rice,Ammonium Sulphate
0.55,22.3,6.902751061,19.54128063,763,90.29751796,21,23,42,Loamy,pomegranate,NPK
2.08,21.9,5.004074624,35.09357419,812,30.98685456,39,60,15,Sandy,pigeonpeas,NPK
0.72,20,6.583760499,26.68386496,227,92.9585411,57,64,55,Sandy,papaya,Potash
0.71,7.1,7.235070264,26.45288458,386,55.32222678,107,21,26,Sandy,coffee,Potash
1.44,7.7,6.142010637,26.61423461,922,96.97300803,27,24,29,Loamy,coconut,Urea
1.56,23,6.420018717,26.7627493,352,92.86056895,18,30,29,Clayey,coconut,Ammonium Sulphate
1.53,15.2,6.413184638,27.15116142,877,91.48889469,30,13,25,Sandy,coconut,Urea
0.41,32.5,5.620745638,16.27852801,799,82.94270065,1,132,200,Loamy,grapes,Urea
2.22,17.2,6.132570523,24.48556447,485,83.20630007,91,41,37,Clayey,jute,NPK
0.81,9.3,5.061081874,35.3915464,329,52.48823147,27,21,30,Loamy,mango,Urea
0.5,26.4,6.499604931,39.04071989,370,80.18393287,17,134,204,Sandy,grapes,Urea
2.24,13.8,6.2048017,26.07470121,870,59.37147589,71,60,22,Loamy,maize,DAP
2.4,20.8,7.437078236,25.4123765,910,49.66474269,36,56,20,Loamy,mothbeans,Potash
2.18,25.9,6.664187809,29.008124,514,84.96089355,28,46,16,Loamy,mungbean,Potash
2.06,32,6.727303282,20.03728219,297,56.35606753,74,58,18,Loamy,maize,Ammonium Sulphate
1.71,28.8,6.448061578,27.04927452,422,91.3821731,90,15,52,Clayey,muskmelon,Potash
1.47,25.3,6.27339822,30.79375683,155,46.69536813,1,35,34,Sandy,mango,Ammonium Sulphate
0.4,25.4,6.014572075,23.78756036,930,74.36794079,80,43,43,Clayey,jute,DAP
1.14,33.4,6.187746776,24.09874353,302,80.57226761,72,41,36,Loamy,jute,Potash
1.06,13.9,8.519975748,17.57212145,882,14.99927489,31,78,76,Loamy,chickpea,DAP
0.8,5,5.951177452,19.52226241,720,24.92607153,11,72,20,Sandy,kidneybeans,Potash
1.86,13.2,7.792508068,28.76488954,727,52.62741529,26,51,25,Sandy,mothbeans,Potash
1.34,11.5,7.491217102,29.84823072,703,60.63872613,38,60,20,Clayey,lentil,DAP
0.39,24.9,6.399891457,27.59350075,237,91.79742953,111,5,50,Clayey,muskmelon,Urea
0.71,24,5.642813116,36.97794384,521,37.73992903,26,67,24,Sandy,pigeonpeas,Urea
1.77,22.8,6.100429497,26.87037587,914,91.72546257,29,8,28,Clayey,coconut,Urea
0.38,5.5,6.430139436,35.89855625,156,54.25964196,0,21,32,Loamy,mango,Urea
2.16,26.9,6.613072145,19.71098332,661,17.63879418,49,71,76,Loamy,chickpea,Potash
1.34,14.7,8.861479668,17.34150229,170,18.75626255,57,56,78,Sandy,chickpea,NPK
1.31,25,5.101206389,34.13072188,693,51.25786185,0,36,26,Clayey,mango,DAP
1.56,21.7,7.150681303,20.18649426,471,19.63719995,44,74,85,Loamy,chickpea,NPK
2.1,15.3,6.291540278,24.92093261,716,80.61750795,90,16,45,Sandy,watermelon,NPK
1,9,5.919045532,25.19008683,699,60.2001687,66,54,21,Clayey,maize,Ammonium Sulphate
1.76,7.8,4.754435025,28.69818144,613,47.71875722,22,17,26,Loamy,mango,Urea
1.5,29.9,6.367800632,29.72791119,971,94.29753295,100,17,48,Clayey,muskmelon,Potash
0.81,32.6,6.928898659,29.58949031,183,68.32176769,52,63,19,Clayey,blackgram,Urea
2.22,24.5,6.348337519,27.31317116,142,68.4233391,95,37,35,Clayey,coffee,Urea
2.03,8.1,6.362544111,27.54273211,765,94.59086121,39,7,29,Sandy,coconut,NPK
1.71,17.1,6.251586885,20.87947369,938,90.93756231,18,5,11,Loamy,orange,Ammonium Sulphate
2.16,26.9,6.924042372,20.39078312,705,60.47528931,36,67,20,Sandy,lentil,Urea
2.19,28.4,6.418062652,35.95176642,909,36.52780776,36,67,25,Loamy,pigeonpeas,DAP
1.83,8.5,6.964955435,25.9300384,232,93.02357765,39,69,53,Loamy,papaya,DAP
2.13,5,7.764040111,19.667056,494,90.50096668,13,22,5,Sandy,orange,Urea
1.8,26.4,5.779427402,18.07132963,164,93.14554876,4,19,43,Sandy,pomegranate,NPK
1.76,15.7,6.64919573,17.30287885,389,15.15405941,24,55,78,Loamy,chickpea,NPK
1.62,12.6,6.42937879,28.06642822,475,85.91625451,17,58,20,Loamy,mungbean,Potash
1.93,5.4,7.380396262,23.1426498,868,74.99739774,80,45,42,Loamy,jute,Ammonium Sulphate
0.56,21.2,6.519779583,39.23342464,566,91.25589286,44,56,49,Clayey,papaya,NPK
2.23,30.5,6.755192025,25.83202912,997,89.00481725,107,10,49,Loamy,watermelon,Potash
2.21,33.7,7.782051313,23.24113501,312,84.59201843,74,39,38,Sandy,rice,DAP
0.27,22,7.445444883,33.80020039,247,40.03262418,16,56,17,Sandy,pigeonpeas,DAP
2.1,20.4,6.121745389,28.80311922,672,91.78336933,117,19,55,Sandy,muskmelon,DAP
0.5,7.6,6.465913274,10.16431299,570,91.22320999,7,17,10,Loamy,orange,Urea
0.97,21.5,6.085444691,27.02415146,248,91.66737633,110,14,51,Loamy,muskmelon,Ammonium Sulphate
1.91,16.4,6.007508163,24.7741949,187,50.54621094,28,75,21,Clayey,pigeonpeas,Potash
0.57,23.2,6.085444691,27.02415146,423,91.66737633,110,14,51,Clayey,muskmelon,Ammonium Sulphate
2.08,16.7,6.109478059,25.2746335,994,73.7459581,75,56,44,Sandy,jute,Urea
2.11,12.2,8.634929739,30.88883074,495,52.62696801,35,55,22,Clayey,mothbeans,Potash
1.37,7.8,4.750929218,26.88630675,889,41.69617915,6,69,19,Clayey,pigeonpeas,Potash
0.21,14.4,7.868474653,26.73072391,503,81.78596776,67,47,44,Sandy,rice,NPK
0.86,7.9,6.501157208,27.0424167,181,57.27927475,99,15,27,Loamy,coffee,Ammonium Sulphate
1.62,10.3,5.956027059,30.7645515,740,47.93791463,22,18,31,Clayey,mango,Ammonium Sulphate
2.46,34.6,5.901495544,26.45488737,385,93.45042636,23,21,26,Loamy,coconut,NPK
1.65,18.3,6.217974349,25.64004392,481,61.03273481,98,29,30,Sandy,coffee,DAP
0.8,21,6.657964753,23.55882094,964,71.59351368,80,43,16,Sandy,maize,Urea
1.66,31.2,6.803931519,21.54156232,891,59.64024162,86,55,21,Clayey,maize,Ammonium Sulphate
1.44,34.9,6.442289294,22.76643029,369,92.12438519,28,123,202,Sandy,apple,NPK
1.99,22.5,8.829273328,19.69141713,391,19.44225438,32,60,83,Sandy,chickpea,Potash
0.45,29.4,5.798423908,23.26237612,552,72.33125523,63,42,21,Sandy,maize,NPK
1.95,14.8,6.121005506,29.52501367,814,91.91185319,14,21,35,Clayey,coconut,DAP
1.44,14.2,4.807776749,33.15122581,123,32.45974539,25,64,20,Clayey,pigeonpeas,Urea
2.41,17.1,6.967057762,22.27526694,962,58.84015925,62,52,16,Clayey,maize,DAP
0.99,25.2,6.915717008,24.06731461,410,81.64075303,103,16,49,Sandy,watermelon,Potash
1.66,25.5,5.808497604,29.55054817,560,78.06762846,108,89,53,Loamy,banana,Potash
2.34,14.5,6.345806011,34.93174223,307,30.40046769,6,66,15,Sandy,pigeonpeas,Potash
0.44,9,5.693287415,33.34214482,891,82.51034633,33,139,203,Clayey,grapes,Potash
2.36,24,5.907930899,25.31468463,816,77.91757121,102,37,25,Loamy,cotton,NPK
1.78,8.8,5.740764682,29.22118628,763,81.08183635,92,85,51,Loamy,banana,Potash
0.36,22.4,6.432051512,26.14576648,537,71.23690851,86,39,43,Clayey,jute,Potash
0.89,25.8,7.475926645,29.03017561,637,64.49166566,22,67,22,Loamy,lentil,NPK
1.83,26,6.039584629,24.41311871,805,89.81574032,118,13,54,Loamy,watermelon,Potash
0.35,27.6,4.684079249,18.41645629,435,34.80541039,16,73,19,Clayey,pigeonpeas,DAP
1.54,31.2,7.397546271,24.02037872,521,61.62313345,37,62,22,Loamy,lentil,DAP
1,20,5.96537863,9.851242629,849,80.22631717,23,138,200,Loamy,grapes,Ammonium Sulphate
1.63,26.9,5.940546818,23.89756791,420,22.74378977,11,78,22,Clayey,kidneybeans,DAP
0.31,23.6,6.770434148,26.98212846,596,86.70068316,104,23,47,Loamy,watermelon,Urea
2.2,10.6,6.10539819,23.64328417,686,78.1258666,111,41,18,Loamy,cotton,Urea
2.44,5.8,6.742688094,23.70467146,262,74.63745355,73,45,37,Loamy,jute,Urea
2.43,13.5,6.325480034,25.11108456,910,83.25447587,38,138,204,Loamy,grapes,NPK
1.92,18.3,7.187721818,28.49538735,640,60.44848407,25,71,24,Clayey,blackgram,DAP
0.5,23.5,6.551577598,27.52135365,264,60.53657684,1,67,21,Sandy,lentil,Urea
1.94,30.5,5.603413172,22.91430043,948,90.70475565,30,137,200,Sandy,apple,Ammonium Sulphate
0.26,10.9,7.64867466,18.54988627,797,16.02542689,20,79,77,Loamy,chickpea,NPK
0.25,8.8,7.702287236,28.63618921,665,61.39451307,32,41,16,Clayey,mothbeans,Ammonium Sulphate
0.94,33.9,6.967417766,28.3471611,394,53.53903102,29,35,28,Clayey,mango,DAP
1.32,8.2,5.69945282,13.28504331,141,83.54193816,15,140,195,Loamy,grapes,Potash
1.97,19.4,6.499226821,21.91191314,384,91.68748063,22,144,196,Sandy,apple,Ammonium Sulphate
1.77,22.6,6.655918078,20.5591255,486,60.54880693,7,77,18,Loamy,pigeonpeas,Potash
1.23,21.2,6.277245254,25.89762315,237,81.96664832,83,22,54,Clayey,watermelon,NPK
0.83,7.6,7.189259647,30.55472573,286,90.90343769,39,24,14,Clayey,orange,Ammonium Sulphate
2.49,6.7,7.403623355,34.6008247,815,63.11296779,23,70,15,Sandy,blackgram,Ammonium Sulphate
1.18,8.2,6.490074429,27.66752761,530,79.68542782,109,79,45,Clayey,banana,NPK
1.24,22.6,6.924042372,20.39078312,653,60.47528931,36,67,20,Clayey,lentil,NPK
0.58,21.3,7.143942758,27.54384835,961,69.3478631,37,79,19,Clayey,blackgram,Urea
2.03,12,6.093814669,26.22005978,515,80.90127035,97,25,50,Sandy,watermelon,DAP
1.8,24.1,7.786725333,34.51423957,899,90.56151463,6,13,9,Clayey,orange,Ammonium Sulphate
0.71,29.6,5.243634849,24.17093241,525,58.25204566,23,58,19,Loamy,mothbeans,Ammonium Sulphate
0.39,6.2,6.620729882,31.22790131,515,94.94021378,38,61,52,Sandy,papaya,NPK
1.77,19.9,6.859409487,25.09737391,125,67.72837887,21,63,22,Loamy,blackgram,NPK
1.71,25.7,7.393825704,23.69287069,470,66.76090123,108,33,31,Loamy,coffee,DAP
0.83,12.6,5.562911913,27.5136304,484,94.18955816,1,8,26,Sandy,coconut,NPK
2.39,14.2,6.234904253,38.06099482,155,82.24729637,30,120,200,Loamy,grapes,Potash
0.55,23.4,6.583760499,26.68386496,352,92.9585411,57,64,55,Sandy,papaya,Potash
1.19,31.9,4.772385986,27.75518664,733,52.34605806,18,19,27,Loamy,mango,Potash
2.37,29.3,5.879119455,27.09062164,205,81.33506906,104,80,54,Sandy,banana,Potash
1.17,22.5,5.645435626,23.46168338,229,23.22197648,0,65,15,Clayey,kidneybeans,DAP
1.67,26.9,6.971963169,23.98143338,948,61.10935084,108,35,25,Clayey,coffee,Ammonium Sulphate
1.11,15.9,5.727469947,26.59580783,769,82.99556744,99,70,46,Loamy,banana,Potash
0.83,24.2,6.219469084,23.5000992,475,83.63488952,122,59,18,Clayey,cotton,NPK
2.46,19,7.224193642,24.20422636,842,61.43378674,15,45,23,Sandy,mothbeans,Potash
1.14,10.7,6.576261427,42.39413392,407,90.79028064,58,46,45,Loamy,papaya,DAP
2.26,26.1,6.220643671,25.99069521,190,83.33983116,119,72,55,Clayey,banana,NPK
0.73,21.7,6.628722836,24.69457084,492,81.7358876,126,50,19,Clayey,cotton,Potash
0.69,15.8,6.201797639,28.82629037,633,94.26765349,108,26,52,Loamy,muskmelon,Ammonium Sulphate
0.27,32.3,6.937352845,27.77363343,901,64.47858698,111,28,26,Clayey,coffee,NPK
1.7,5.6,5.798423908,23.26237612,209,72.33125523,63,42,21,Clayey,maize,NPK
1.05,14.5,7.839849298,24.68854799,660,78.51206972,117,43,25,Loamy,cotton,Ammonium Sulphate
2.19,6.7,5.757009965,13.05809741,740,80.28297993,38,141,198,Clayey,grapes,NPK
1.29,28,7.057693366,24.49112609,684,82.24415809,131,35,18,Clayey,cotton,Potash
2.43,26.1,5.662140095,16.76201707,439,82.00335557,7,126,203,Clayey,grapes,NPK
0.63,14.9,6.89077995,29.87888063,664,87.32761241,22,56,17,Clayey,mungbean,Potash
2.2,25.3,6.877869005,25.73044432,455,70.74739256,83,57,19,Loamy,maize,Ammonium Sulphate
1.99,16.9,7.778915154,25.0756354,991,80.52389148,66,53,41,Sandy,rice,Urea
1.97,27.7,6.415459592,29.9145443,267,85.85384444,37,49,25,Sandy,mungbean,Ammonium Sulphate
2.14,18.6,5.514234138,24.62835037,656,18.18325169,32,68,19,Clayey,kidneybeans,Potash
1.95,17.4,6.350623739,27.72653142,551,92.00687531,106,10,49,Clayey,muskmelon,DAP
1.64,33,5.873242491,23.30355338,204,73.62548442,94,50,19,Sandy,maize,Ammonium Sulphate
0.5,12.5,6.469983276,28.96361426,249,93.88482153,104,25,51,Clayey,muskmelon,DAP
0.27,8.6,5.724242065,18.87614998,245,24.54038287,37,72,18,Sandy,kidneybeans,DAP
2.32,22.5,5.99616119,21.53989176,815,24.25386207,28,66,23,Loamy,kidneybeans,Potash
