Electrical_Conductivity_dS_m,Moisture_percent,pH,Temperature_C,Salinity_ppm,Humidity_percent,Nitrogen_mg_kg,Phosphorus_mg_kg,Potassium_mg_kg,Soil_Type,Crop_Type,Fertilizer
0.25,43.62,6.6,30.59,1811.91,31.15,134.24,41.1,499.61,Clayey,Tomato,Potash
0.86,23.02,5.32,39.03,1006.41,44.74,128.94,63.92,486.68,Clayey,Cotton,"NPK (Nitrogen, Phosphorus, Potassium)"
0.56,45.3,5.44,20.36,56.57,57.41,12.34,9.59,314.24,Loamy,Potato,Calcium Nitrate
3.65,15.79,4.53,28.54,429.52,84.27,120.44,40.79,451.41,Loamy,Cotton,Ammonium Nitrate
2.45,5.91,6.04,22.06,1076.51,52.98,6.56,46.0,99.9,Clayey,Wheat,Calcium Nitrate
3.52,16.68,5.23,21.28,979.12,80.6,82.48,58.7,288.79,Clayey,Sugarcane,Ammonium Nitrate
3.29,28.13,5.15,35.35,1148.87,86.04,123.99,35.39,498.27,Loamy,Soybean,Urea
3.98,41.4,5.6,37.87,219.72,40.92,92.85,88.12,98.63,Sandy,Peanut,DAP (Di-Ammonium Phosphate)
3.4,9.19,8.42,17.58,379.99,44.57,121.67,33.78,239.59,Sandy,Potato,Ammonium Sulphate
0.56,31.41,6.95,34.86,1291.83,47.13,24.3,43.98,145.94,Loamy,Cotton,Ammonium Sulphate
0.38,47.68,6.77,15.1,365.78,71.61,45.85,59.53,469.46,Clayey,Soybean,"NPK (Nitrogen, Phosphorus, Potassium)"
3.93,31.82,5.54,31.45,1759.13,55.74,29.52,84.41,373.56,Clayey,Peanut,Ammonium Nitrate
1.73,41.23,5.88,17.34,1226.78,46.0,76.79,95.1,207.38,Loamy,Tomato,"NPK (Nitrogen, Phosphorus, Potassium)"
1.46,43.8,6.1,34.74,260.38,57.19,78.52,87.01,150.45,Sandy,Soybean,Potash
1.46,41.96,4.58,39.59,1596.37,82.96,40.91,91.9,279.17,Sandy,Cotton,Ammonium Nitrate
1.95,31.87,6.3,19.32,1586.46,58.18,60.71,10.13,334.96,Sandy,Cotton,Urea
2.82,23.51,6.75,15.31,1164.24,59.37,20.12,75.73,84.13,Loamy,Wheat,DAP (Di-Ammonium Phosphate)
1.5,43.21,8.06,27.07,1119.93,86.46,40.18,86.19,447.12,Sandy,Peanut,"NPK (Nitrogen, Phosphorus, Potassium)"
3.07,31.82,8.88,29.02,1255.26,67.92,95.75,99.76,132.17,Clayey,Maize,Urea
2.34,15.48,5.4,30.29,99.53,85.24,14.35,74.57,234.84,Clayey,Sugarcane,Compost
1.53,14.26,7.98,22.44,72.5,33.73,107.45,90.54,400.36,Sandy,Sugarcane,"NPK (Nitrogen, Phosphorus, Potassium)"
3.96,19.54,4.44,38.47,1365.49,38.98,28.95,75.63,420.88,Clayey,Potato,Ammonium Nitrate
3.49,29.96,6.99,14.62,1680.72,84.02,54.61,55.02,344.17,Sandy,Wheat,Urea
1.39,14.12,5.89,19.92,103.44,53.02,103.85,34.02,65.86,Clayey,Wheat,DAP (Di-Ammonium Phosphate)
3.07,23.55,5.42,18.0,1451.52,62.55,149.22,79.6,92.79,Sandy,Tomato,Potash
0.8,12.35,4.95,28.05,1624.8,55.92,117.19,88.97,340.13,Loamy,Potato,Ammonium Nitrate
2.94,33.68,7.25,20.19,1015.37,43.07,145.17,78.58,107.06,Clayey,Sugarcane,"NPK (Nitrogen, Phosphorus, Potassium)"
2.21,34.68,7.25,39.99,1038.91,81.69,76.66,90.76,276.6,Sandy,Soybean,Bone Meal
1.78,40.18,7.72,22.99,1046.36,70.9,68.61,72.52,134.18,Sandy,Tomato,Compost
3.4,39.24,7.71,30.86,127.85,80.52,125.49,25.08,310.3,Clayey,Cotton,Calcium Nitrate
2.0,40.01,8.41,32.52,1640.69,83.96,80.62,98.37,353.37,Sandy,Rice,Ammonium Nitrate
1.48,31.48,5.75,28.89,839.82,54.38,79.09,30.01,419.46,Loamy,Peanut,Compost
3.36,41.75,5.44,26.64,1752.59,73.19,24.0,34.72,401.89,Loamy,Soybean,Bone Meal
3.05,48.87,5.14,38.26,1343.91,47.73,91.29,45.17,163.05,Loamy,Rice,Potash
3.17,6.65,4.07,12.73,1760.58,63.71,66.89,18.79,407.28,Clayey,Tomato,Potash
0.15,33.57,5.32,12.91,1617.03,84.13,54.67,32.08,413.44,Sandy,Tomato,Bone Meal
1.91,30.4,5.23,22.47,1776.36,50.33,110.01,18.91,287.17,Loamy,Sugarcane,Ammonium Nitrate
2.19,20.36,4.79,22.79,157.56,78.49,144.71,78.26,452.81,Loamy,Cotton,Calcium Nitrate
2.36,38.06,6.07,23.59,1103.5,65.53,121.62,68.27,385.16,Sandy,Sugarcane,Superphosphate
3.17,20.18,5.67,16.42,1758.65,62.95,107.95,86.34,446.34,Loamy,Soybean,Compost
3.76,33.46,8.61,24.84,1698.27,71.03,117.79,40.22,286.74,Clayey,Sugarcane,DAP (Di-Ammonium Phosphate)
1.98,16.95,5.47,34.27,273.93,59.76,112.78,86.78,112.8,Sandy,Cotton,Potash
2.08,24.53,8.53,31.48,1594.48,63.63,11.05,60.46,323.5,Sandy,Tomato,Superphosphate
0.73,13.72,8.6,27.98,260.91,56.04,148.58,87.0,491.74,Clayey,Sugarcane,Ammonium Nitrate
2.05,38.09,4.46,22.09,1229.82,73.19,48.31,16.31,420.94,Loamy,Peanut,Bone Meal
0.23,12.45,8.2,25.38,1662.17,85.69,65.1,99.18,233.73,Clayey,Peanut,Urea
3.12,41.66,4.36,35.47,668.49,35.07,44.84,66.9,96.66,Clayey,Sugarcane,Superphosphate
1.29,47.09,8.98,27.51,694.33,48.32,145.99,21.91,75.55,Sandy,Wheat,Calcium Nitrate
2.11,5.98,4.95,31.92,130.27,82.99,137.17,85.17,366.74,Sandy,Cotton,Compost
3.21,44.75,4.95,30.4,650.94,77.21,149.56,60.8,181.85,Sandy,Peanut,Compost
1.62,18.65,5.97,39.72,266.45,62.58,76.06,78.04,419.55,Clayey,Cotton,Ammonium Sulphate
0.4,12.03,6.23,29.78,84.72,75.02,52.53,94.55,408.02,Sandy,Potato,DAP (Di-Ammonium Phosphate)
0.22,46.01,6.72,24.21,49.33,46.82,86.73,89.98,241.32,Clayey,Peanut,Superphosphate
0.32,41.71,8.54,17.72,797.67,72.21,69.28,76.78,389.72,Sandy,Maize,Superphosphate
1.54,14.82,6.43,21.69,1881.27,78.33,68.67,85.44,204.83,Sandy,Wheat,Compost
1.72,32.96,4.39,15.86,1742.34,62.26,59.76,87.57,433.51,Clayey,Rice,Ammonium Nitrate
3.55,46.75,7.26,27.95,1514.33,54.05,100.3,40.07,317.22,Loamy,Potato,"NPK (Nitrogen, Phosphorus, Potassium)"
2.78,20.41,8.31,24.57,553.34,63.34,142.62,96.68,367.21,Clayey,Potato,Compost
0.93,48.32,4.78,21.16,434.31,34.86,41.06,80.25,449.1,Loamy,Potato,Superphosphate
1.2,28.31,8.09,10.44,1150.95,39.99,69.79,73.85,316.62,Loamy,Cotton,Potash
1.88,20.07,8.7,19.38,1156.95,30.44,114.93,44.18,433.12,Clayey,Peanut,Ammonium Sulphate
0.43,7.4,6.76,19.56,616.79,51.53,70.24,40.79,184.07,Sandy,Peanut,Ammonium Sulphate
2.36,36.68,8.72,39.58,744.73,49.11,95.63,74.24,378.31,Sandy,Cotton,Compost
3.4,16.61,8.58,20.19,1864.9,40.37,34.89,58.34,202.91,Sandy,Cotton,DAP (Di-Ammonium Phosphate)
3.21,9.65,7.77,33.52,1888.66,77.12,46.97,32.64,148.86,Loamy,Maize,Compost
2.3,8.15,7.27,17.22,1180.19,66.42,25.12,22.97,412.8,Sandy,Peanut,Compost
3.94,26.76,5.85,13.94,651.96,74.36,119.01,77.27,362.68,Loamy,Cotton,Ammonium Sulphate
1.8,22.78,4.86,38.15,999.64,54.49,76.26,46.71,272.33,Sandy,Sugarcane,Superphosphate
2.38,22.2,4.88,28.31,368.26,59.77,78.59,12.41,242.02,Loamy,Maize,Calcium Nitrate
2.95,43.64,6.19,15.18,67.12,87.03,120.77,30.28,378.93,Sandy,Rice,Calcium Nitrate
3.68,20.05,7.34,36.93,1385.82,64.36,37.98,70.21,377.13,Loamy,Sugarcane,Potash
1.45,26.7,5.07,26.1,47.0,63.64,125.18,67.8,73.56,Loamy,Peanut,Superphosphate
1.81,23.64,6.48,13.21,1735.66,30.57,16.17,90.06,353.56,Clayey,Cotton,Compost
0.84,12.37,6.38,21.85,1461.12,76.34,92.38,64.41,124.42,Clayey,Cotton,DAP (Di-Ammonium Phosphate)
0.15,31.13,5.79,16.65,725.47,67.64,48.75,33.52,85.45,Loamy,Rice,Potash
1.42,13.25,6.81,38.29,1979.73,80.88,43.3,72.61,312.95,Sandy,Maize,Compost
0.74,11.77,6.3,14.15,435.6,75.55,127.89,84.66,289.09,Clayey,Sugarcane,Bone Meal
2.69,6.47,4.83,39.75,1143.28,86.03,143.32,83.69,158.97,Clayey,Cotton,Ammonium Nitrate
3.73,37.13,8.62,26.2,535.02,84.2,11.75,66.05,259.09,Loamy,Soybean,Ammonium Sulphate
2.45,5.91,6.04,22.06,1076.51,52.98,6.56,46.0,99.9,Clayey,Wheat,Calcium Nitrate
3.17,36.16,5.68,27.65,545.84,63.4,78.43,89.77,482.68,Sandy,Peanut,Ammonium Sulphate
1.87,32.53,8.55,25.65,1919.69,89.12,89.01,62.9,283.82,Sandy,Rice,Ammonium Sulphate
3.47,34.8,6.57,22.03,1670.43,61.57,113.98,38.91,232.41,Sandy,Soybean,Potash
1.93,36.09,6.03,36.14,937.16,31.31,100.9,65.38,227.8,Clayey,Rice,Bone Meal
3.48,45.01,6.78,21.96,890.59,66.28,8.67,55.73,107.48,Loamy,Tomato,Ammonium Sulphate
0.75,32.27,7.09,22.5,1937.72,82.26,134.82,91.5,268.74,Loamy,Peanut,Ammonium Nitrate
2.88,15.33,7.86,10.7,1270.05,61.59,104.85,63.0,449.79,Sandy,Peanut,"NPK (Nitrogen, Phosphorus, Potassium)"
1.01,36.35,8.6,10.12,1970.07,69.69,103.69,96.83,402.33,Clayey,Potato,Calcium Nitrate
3.67,16.74,7.31,28.15,596.29,43.26,47.79,92.55,293.27,Loamy,Rice,Ammonium Nitrate
0.62,44.36,4.82,22.95,1852.45,40.24,57.24,27.72,204.68,Clayey,Rice,Potash
3.76,42.05,8.65,37.11,1997.69,67.48,145.68,49.5,262.39,Sandy,Peanut,Urea
3.81,5.34,8.31,34.27,246.47,47.54,67.2,66.19,157.77,Clayey,Tomato,DAP (Di-Ammonium Phosphate)
3.71,39.91,5.26,28.83,340.21,86.47,64.44,53.3,381.12,Sandy,Potato,Superphosphate
3.87,17.5,7.2,23.63,1753.7,66.54,122.39,30.51,72.37,Loamy,Cotton,Urea
2.86,18.34,4.29,33.55,1117.45,59.64,79.25,61.85,278.57,Loamy,Sugarcane,Compost
2.45,25.02,5.69,33.25,1960.64,32.41,111.95,94.21,323.43,Clayey,Peanut,"NPK (Nitrogen, Phosphorus, Potassium)"
3.76,33.6,8.87,39.09,1339.45,68.0,110.35,56.96,118.56,Loamy,Rice,DAP (Di-Ammonium Phosphate)
1.96,34.08,5.34,18.6,1704.71,36.53,91.45,48.05,162.24,Clayey,Sugarcane,"NPK (Nitrogen, Phosphorus, Potassium)"
2.61,29.5,6.26,30.92,1197.98,60.66,72.77,19.31,336.86,Loamy,Peanut,Compost
3.38,46.79,4.45,38.99,1852.38,33.06,46.74,53.05,68.53,Clayey,Potato,Compost
1.8,37.31,4.06,33.68,1463.94,77.53,30.42,80.16,411.28,Loamy,Potato,Ammonium Sulphate
2.1,7.71,6.14,34.58,1257.72,88.15,77.1,44.34,214.77,Clayey,Rice,Potash
3.49,23.44,5.7,18.0,454.25,35.59,39.1,90.89,487.58,Clayey,Cotton,"NPK (Nitrogen, Phosphorus, Potassium)"
2.5,26.69,5.21,25.86,126.64,47.44,72.0,66.62,251.86,Clayey,Cotton,Calcium Nitrate
2.82,26.34,8.91,18.89,78.78,40.96,100.46,13.35,494.48,Clayey,Soybean,Ammonium Sulphate
1.31,36.55,5.22,19.88,148.66,44.7,124.69,36.32,490.75,Loamy,Sugarcane,Compost
2.31,45.31,4.39,17.2,1080.13,77.52,38.36,46.62,287.82,Sandy,Potato,Bone Meal
2.89,12.57,4.96,11.75,1246.52,40.07,20.22,69.8,491.58,Clayey,Tomato,Superphosphate
1.3,20.75,5.05,18.61,670.1,71.74,69.29,73.9,147.89,Clayey,Cotton,DAP (Di-Ammonium Phosphate)
3.11,36.8,8.75,36.6,927.56,85.99,125.46,17.62,485.34,Clayey,Tomato,Calcium Nitrate
0.51,41.88,6.13,34.63,1536.82,61.36,55.89,48.03,321.5,Clayey,Tomato,"NPK (Nitrogen, Phosphorus, Potassium)"
1.79,8.3,7.75,23.29,1423.81,33.33,72.66,72.95,69.51,Loamy,Maize,DAP (Di-Ammonium Phosphate)
3.78,20.04,7.25,24.28,1662.87,84.4,32.85,97.81,52.51,Sandy,Soybean,"NPK (Nitrogen, Phosphorus, Potassium)"
1.89,38.85,6.24,32.86,244.11,84.97,5.49,91.71,122.82,Clayey,Cotton,Potash
0.39,16.29,4.53,10.91,1726.89,38.44,99.21,35.0,474.24,Loamy,Cotton,Calcium Nitrate
1.17,8.87,5.92,10.85,296.6,71.36,66.19,59.91,353.69,Loamy,Wheat,Potash
1.79,8.3,7.75,23.29,1423.81,33.33,72.66,72.95,69.51,Loamy,Maize,DAP (Di-Ammonium Phosphate)
1.31,16.14,6.69,22.64,1578.29,75.81,107.84,82.89,245.46,Loamy,Maize,Bone Meal
0.83,48.98,5.0,30.78,226.44,77.47,134.04,74.32,246.18,Clayey,Tomato,Ammonium Nitrate
1.4,24.52,7.21,29.85,557.68,32.14,88.43,60.63,245.84,Clayey,Peanut,"NPK (Nitrogen, Phosphorus, Potassium)"
1.47,5.73,4.6,24.31,1173.51,75.71,149.28,24.96,88.88,Clayey,Wheat,Ammonium Nitrate
2.37,27.59,4.12,15.13,1702.58,48.75,140.97,52.88,67.13,Sandy,Rice,Superphosphate
3.52,11.48,7.81,29.36,1226.24,50.93,57.46,46.83,272.48,Sandy,Soybean,Compost
2.09,42.63,6.95,31.58,659.42,52.51,104.33,66.93,244.95,Clayey,Maize,"NPK (Nitrogen, Phosphorus, Potassium)"
0.38,48.5,8.66,23.58,859.64,75.2,55.62,53.52,249.42,Clayey,Maize,Ammonium Sulphate
3.25,17.43,5.18,31.59,1087.09,78.44,142.8,23.15,344.71,Loamy,Maize,"NPK (Nitrogen, Phosphorus, Potassium)"
2.68,19.89,5.14,26.97,1005.06,61.03,89.71,32.77,60.31,Clayey,Peanut,Superphosphate
1.89,36.16,5.2,22.58,1266.21,38.18,57.06,37.68,424.27,Clayey,Sugarcane,Bone Meal
1.05,13.83,7.93,32.19,514.68,73.18,36.94,26.25,225.55,Loamy,Peanut,"NPK (Nitrogen, Phosphorus, Potassium)"
3.27,49.15,6.98,24.28,242.28,57.45,109.07,52.16,132.29,Clayey,Tomato,Ammonium Nitrate
2.07,7.22,4.67,22.48,1226.1,34.59,95.48,59.66,227.82,Sandy,Cotton,Ammonium Nitrate
0.61,19.82,4.43,28.3,1829.63,51.6,89.97,34.47,339.68,Loamy,Tomato,Ammonium Nitrate
1.11,20.13,5.67,20.04,649.1,87.47,97.75,10.87,153.84,Clayey,Tomato,Compost
3.31,35.43,6.69,38.51,1356.15,33.68,25.1,26.99,367.16,Loamy,Sugarcane,"NPK (Nitrogen, Phosphorus, Potassium)"
0.62,39.9,4.47,23.18,1578.88,46.13,18.92,45.6,197.56,Loamy,Rice,Ammonium Nitrate
0.94,13.81,7.81,26.14,493.83,88.42,72.32,39.82,117.28,Sandy,Cotton,Potash
2.57,23.31,7.35,38.31,432.98,36.64,115.35,17.66,158.67,Sandy,Potato,Ammonium Sulphate
2.21,6.37,7.2,36.7,1310.46,56.33,29.05,11.13,319.78,Loamy,Potato,DAP (Di-Ammonium Phosphate)
2.66,45.38,5.37,20.78,848.68,49.02,132.17,12.94,209.38,Clayey,Potato,Compost
1.11,46.21,7.58,15.49,1347.68,73.43,50.7,73.39,309.77,Clayey,Peanut,Potash
2.83,22.52,6.81,18.89,1909.78,33.62,6.41,30.42,93.31,Clayey,Peanut,Calcium Nitrate
2.56,47.33,6.62,26.96,34.78,50.97,73.1,99.47,441.86,Clayey,Peanut,Ammonium Sulphate
0.28,33.45,4.51,22.77,618.54,51.98,108.08,70.54,483.14,Clayey,Peanut,Potash
0.61,31.84,5.79,25.75,1236.09,42.82,99.82,83.5,310.78,Loamy,Soybean,Calcium Nitrate
0.45,36.73,4.82,16.43,1287.88,59.9,104.97,73.34,275.37,Loamy,Sugarcane,Ammonium Nitrate
0.53,49.23,6.04,21.69,1776.65,73.44,61.75,50.32,280.94,Clayey,Tomato,DAP (Di-Ammonium Phosphate)
2.57,39.05,7.37,37.87,1758.55,74.78,123.21,56.22,181.06,Clayey,Potato,Calcium Nitrate
1.2,7.34,5.92,15.59,128.27,34.64,49.33,10.01,438.74,Loamy,Rice,Compost
0.53,14.22,5.89,13.85,197.51,38.92,58.92,42.91,116.95,Sandy,Maize,"NPK (Nitrogen, Phosphorus, Potassium)"
0.19,23.48,6.9,39.29,629.38,73.86,86.54,36.87,169.27,Sandy,Peanut,Bone Meal
1.55,44.97,7.75,17.06,1326.92,47.48,37.47,84.0,348.5,Sandy,Cotton,Bone Meal
3.57,37.31,7.94,33.64,1008.15,54.48,10.31,79.51,352.18,Loamy,Potato,DAP (Di-Ammonium Phosphate)
2.9,18.79,8.21,31.47,852.2,62.69,8.19,48.19,152.67,Loamy,Rice,Urea
2.6,12.9,5.51,13.84,1277.4,66.61,39.29,10.37,327.78,Clayey,Rice,Superphosphate
2.99,49.31,6.57,36.22,1561.55,52.21,105.0,56.75,297.95,Sandy,Wheat,Bone Meal
2.7,27.71,4.48,15.6,1857.21,76.25,45.84,81.37,480.7,Clayey,Rice,Ammonium Sulphate
1.39,14.19,6.93,24.72,1637.67,47.47,50.61,63.71,108.68,Loamy,Tomato,Urea
1.8,27.63,6.19,24.11,421.38,84.58,109.54,23.28,116.26,Sandy,Sugarcane,"NPK (Nitrogen, Phosphorus, Potassium)"
0.63,7.56,4.92,30.72,1356.37,77.88,21.94,45.32,188.97,Sandy,Peanut,Bone Meal
3.9,6.16,4.66,31.52,1991.98,72.61,30.7,16.01,60.9,Loamy,Wheat,Compost
2.47,12.48,7.97,33.96,1148.74,59.01,15.64,12.14,258.48,Loamy,Tomato,Potash
2.85,18.79,5.2,34.98,1557.2,61.63,118.13,76.06,313.86,Clayey,Peanut,Urea
2.98,12.35,6.71,21.79,1548.12,85.84,66.43,15.36,274.55,Loamy,Soybean,DAP (Di-Ammonium Phosphate)
3.09,41.83,8.01,23.43,549.15,51.24,102.68,31.99,472.5,Sandy,Rice,Bone Meal
1.01,35.44,6.16,34.22,1724.76,64.31,69.64,86.73,136.93,Sandy,Maize,Urea
3.46,21.59,8.26,38.62,1671.57,86.29,141.99,22.68,364.34,Loamy,Maize,Urea
2.9,37.82,4.37,14.19,474.26,51.87,114.27,98.03,233.32,Sandy,Potato,Ammonium Nitrate
1.15,18.04,7.37,15.23,1773.45,88.95,129.64,10.34,245.27,Sandy,Rice,Compost
1.47,6.25,8.45,15.04,923.32,81.16,100.12,34.74,434.94,Sandy,Potato,Compost
1.85,30.48,6.12,12.13,202.25,75.18,136.88,39.3,174.15,Sandy,Rice,Urea
2.95,8.59,8.82,37.0,121.1,71.93,30.81,84.87,319.84,Loamy,Rice,Bone Meal
2.13,38.33,6.07,37.35,359.7,63.26,27.18,42.16,489.84,Sandy,Potato,DAP (Di-Ammonium Phosphate)
3.4,44.06,8.02,34.3,367.13,63.72,144.89,39.46,460.49,Loamy,Soybean,Ammonium Nitrate
1.6,24.31,6.87,16.08,1633.94,45.89,140.89,44.38,493.55,Sandy,Soybean,Calcium Nitrate
0.9,15.84,6.21,20.82,1862.06,79.8,19.26,33.09,384.46,Loamy,Maize,Urea
2.66,41.37,4.99,20.19,594.23,48.73,140.37,21.05,50.09,Clayey,Potato,Bone Meal
2.54,7.48,6.35,29.91,709.88,45.92,133.33,13.32,183.33,Loamy,Wheat,Bone Meal
1.27,34.09,4.78,16.49,1753.98,54.6,24.21,93.09,321.3,Sandy,Maize,Calcium Nitrate
0.49,33.34,4.75,15.52,1907.31,60.71,141.37,86.99,485.79,Loamy,Soybean,DAP (Di-Ammonium Phosphate)
1.37,49.65,7.12,28.92,980.22,42.93,58.87,56.05,202.52,Clayey,Wheat,Ammonium Sulphate
2.85,18.79,5.2,34.98,1557.2,61.63,118.13,76.06,313.86,Clayey,Peanut,Urea
3.72,6.79,5.92,29.53,927.1,32.23,28.14,68.09,368.12,Sandy,Rice,Ammonium Nitrate
2.81,20.97,8.81,38.11,1365.56,60.62,30.92,72.77,257.04,Sandy,Wheat,Ammonium Sulphate
2.94,33.68,7.25,20.19,1015.37,43.07,145.17,78.58,107.06,Clayey,Sugarcane,"NPK (Nitrogen, Phosphorus, Potassium)"
0.79,26.4,4.61,18.82,910.02,49.39,132.91,49.18,441.31,Clayey,Tomato,Potash
2.36,31.94,4.21,30.68,521.67,75.33,18.23,92.16,450.22,Loamy,Cotton,DAP (Di-Ammonium Phosphate)
0.95,26.66,7.51,10.86,894.76,76.4,8.81,65.46,263.26,Loamy,Soybean,Bone Meal
1.7,35.56,6.54,35.75,1517.97,62.03,15.05,64.87,195.79,Loamy,Rice,Urea
0.21,29.07,5.31,11.26,1607.51,69.2,149.05,98.05,131.08,Loamy,Rice,DAP (Di-Ammonium Phosphate)
1.41,47.77,4.97,17.27,101.15,44.07,142.07,58.68,367.53,Sandy,Tomato,Calcium Nitrate
0.33,20.38,5.82,28.67,301.46,73.76,18.33,35.76,232.56,Clayey,Potato,Superphosphate
0.13,47.13,7.36,13.35,1768.39,78.8,17.61,30.24,252.35,Sandy,Rice,Calcium Nitrate
3.39,23.23,8.29,26.85,1912.45,64.04,13.35,27.68,285.99,Sandy,Soybean,DAP (Di-Ammonium Phosphate)
3.88,17.8,7.83,32.88,1016.31,33.37,52.27,41.8,206.09,Clayey,Sugarcane,Calcium Nitrate
2.93,48.11,6.72,34.63,1288.48,87.54,62.76,91.33,422.52,Clayey,Potato,Urea
1.89,5.31,6.52,24.17,1136.42,81.36,132.57,47.87,141.98,Loamy,Sugarcane,Potash
2.68,36.7,7.79,10.9,191.07,64.96,102.73,77.2,223.64,Clayey,Sugarcane,Bone Meal
3.6,44.43,8.21,38.8,323.23,84.77,114.88,76.97,289.09,Sandy,Maize,Superphosphate
2.24,49.5,4.98,31.3,929.25,60.35,50.7,65.23,135.71,Clayey,Maize,DAP (Di-Ammonium Phosphate)
1.72,34.54,4.97,22.2,556.98,65.35,131.09,86.17,208.91,Loamy,Peanut,"NPK (Nitrogen, Phosphorus, Potassium)"
3.24,20.82,4.61,15.76,366.93,57.2,40.84,88.73,266.93,Loamy,Cotton,Ammonium Nitrate
2.43,17.18,5.42,39.55,720.13,42.61,85.46,61.21,364.23,Clayey,Tomato,Urea
3.95,27.56,6.21,17.65,1206.58,36.58,141.79,37.46,490.58,Sandy,Sugarcane,Ammonium Sulphate
2.04,39.3,5.8,10.77,858.69,82.53,56.99,16.32,292.62,Sandy,Potato,Calcium Nitrate
0.43,19.42,4.0,20.23,1704.28,38.83,122.21,91.01,206.28,Loamy,Sugarcane,"NPK (Nitrogen, Phosphorus, Potassium)"
0.89,12.28,8.96,22.35,753.99,87.99,67.64,81.88,109.09,Sandy,Sugarcane,Ammonium Nitrate
0.65,27.42,4.79,27.69,1686.4,68.29,41.58,99.7,201.93,Clayey,Sugarcane,Bone Meal
1.45,26.0,4.99,24.27,1529.13,47.86,107.31,54.71,244.02,Loamy,Maize,Calcium Nitrate
2.58,44.42,5.71,16.6,1418.25,51.77,66.85,65.58,126.11,Clayey,Soybean,Calcium Nitrate
0.69,14.49,4.78,21.86,1208.14,66.55,54.72,86.99,473.73,Clayey,Sugarcane,Ammonium Nitrate
2.72,26.8,6.51,11.0,1359.75,44.62,68.46,82.7,349.41,Clayey,Rice,Potash
3.99,30.3,6.24,21.03,1768.14,76.41,96.36,68.44,62.29,Sandy,Cotton,Potash
2.5,11.62,7.53,11.99,1193.48,34.13,44.23,69.98,223.95,Sandy,Sugarcane,Superphosphate
2.95,6.81,7.27,16.7,959.26,73.74,147.92,46.32,166.88,Clayey,Potato,Ammonium Nitrate
0.59,10.87,7.43,16.26,1740.81,88.31,122.03,90.31,180.95,Sandy,Tomato,Potash
3.57,24.05,7.57,20.9,1585.8,71.23,70.79,15.46,486.79,Sandy,Wheat,Calcium Nitrate
1.44,10.65,7.93,35.85,1913.0,55.39,138.67,22.3,475.72,Sandy,Potato,Compost
2.04,23.9,6.68,31.87,1569.02,80.8,60.68,32.04,390.4,Sandy,Peanut,Bone Meal
1.91,34.66,8.83,29.41,148.35,53.4,79.94,75.12,134.41,Clayey,Potato,Ammonium Sulphate
0.9,26.83,7.66,21.05,694.79,66.92,73.07,42.98,95.16,Loamy,Potato,Superphosphate
3.09,41.83,8.01,23.43,549.15,51.24,102.68,31.99,472.5,Sandy,Rice,Bone Meal
0.4,33.49,5.27,10.25,1718.85,72.5,26.01,23.72,199.12,Clayey,Peanut,Urea
3.52,23.3,4.33,28.38,1084.89,50.46,31.11,35.15,188.12,Sandy,Soybean,Urea
0.99,25.06,8.96,29.7,2.64,44.09,12.83,75.95,280.03,Clayey,Sugarcane,Ammonium Sulphate
3.77,47.26,6.28,18.55,1217.38,80.59,51.81,48.27,338.1,Clayey,Soybean,Calcium Nitrate
1.28,33.95,7.62,22.31,1705.02,85.85,131.5,58.83,283.23,Clayey,Cotton,Ammonium Sulphate
2.94,37.77,7.92,11.13,19.17,47.8,66.74,28.98,183.31,Sandy,Tomato,Compost
1.62,38.28,5.23,25.23,707.1,58.9,93.38,69.05,323.53,Sandy,Rice,Superphosphate
2.06,7.5,8.31,30.52,373.13,70.01,149.28,57.45,390.43,Clayey,Cotton,Bone Meal
2.74,9.25,7.87,37.74,764.07,83.65,103.99,20.12,320.28,Loamy,Maize,Urea
0.62,17.31,5.83,13.21,1365.93,85.12,21.12,16.67,136.6,Loamy,Rice,Compost
1.34,7.81,4.02,29.72,1189.94,60.81,115.67,53.85,331.18,Loamy,Cotton,Ammonium Nitrate
0.63,48.45,7.38,19.65,42.78,80.92,111.63,68.56,456.22,Loamy,Maize,DAP (Di-Ammonium Phosphate)
2.28,18.61,8.86,14.04,35.57,32.96,120.56,68.31,258.46,Clayey,Potato,Potash
0.58,6.08,4.91,12.47,1919.45,66.68,136.1,66.21,467.44,Clayey,Soybean,"NPK (Nitrogen, Phosphorus, Potassium)"
1.29,32.37,6.53,17.46,238.2,52.91,58.13,40.53,197.57,Clayey,Maize,Calcium Nitrate
2.26,25.71,5.35,18.89,645.12,62.08,32.78,97.23,458.61,Loamy,Tomato,Ammonium Nitrate
0.15,31.13,5.79,16.65,725.47,67.64,48.75,33.52,85.45,Loamy,Rice,Potash
2.1,39.29,7.54,26.45,168.22,33.72,99.95,35.51,60.45,Clayey,Cotton,Ammonium Sulphate
2.16,42.72,7.57,37.55,1363.03,60.51,136.28,57.43,456.92,Sandy,Cotton,Ammonium Nitrate
3.13,19.64,7.47,31.81,1742.55,78.52,71.37,84.62,96.69,Sandy,Potato,DAP (Di-Ammonium Phosphate)
3.24,28.64,4.05,36.99,1989.51,77.69,129.82,71.25,138.76,Loamy,Tomato,Compost
2.01,7.55,5.04,32.78,362.5,52.8,25.72,80.98,69.62,Clayey,Peanut,Compost
3.8,15.18,7.69,39.35,1888.98,34.19,128.66,37.1,336.86,Sandy,Sugarcane,Bone Meal
